Asset Code,Asset Description,Locatoion Dept,Cost Center,Location Section,Location Main,Date,Units,Cost ,Book Value,BOI,BOI Number
CP03-38-0137,สายพานการผลิต BSHR G7(PRE-DUST),ฝ่ายโรงงาน,5420,4122,อาคารโรงงาน 4,01-Oct-95,1,475088,1,NON BOI,NULL
CP03-38-0140,ลูกกลิ้งลำเลียง H3(ROLLER CONV.),ฝ่ายโรงงาน,5411,4115,อาคารโรงงาน 4,01-Oct-95,1,36062,1,NON BOI,NULL
CP03-38-0142,สายพานบรรจุกล่อง BSHR HA(DOUVLE),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,128091,1,NON BOI,NULL
CP03-38-0144,ลูกกลิ้งลำเลียง H13(ROLLER CONV.),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,39235,1,NON BOI,NULL
CP03-38-0152,ลูกกลิ้งลำเลียง TEMPURA H27(ROLLER),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,12247,1,NON BOI,NULL
CP03-38-0153,ลูกกลิ้งลำเลียง TEMPURA H29(ROLLER),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,70811,1,NON BOI,NULL
CP03-38-0155,ลูกกลิ้งลำเลียง TEMPURA H31(ROLLER),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,6462,1,NON BOI,NULL
CP03-38-0161,สายพานลำเลียง SUSHI I1(TRANS.),ฝ่ายโรงงาน,5411,4115,อาคารโรงงาน 4,01-Oct-95,1,390593,1,NON BOI,NULL
CP03-38-0162,สายพานลำเลียง SUSHI I2(TRANS.),ฝ่ายโรงงาน,5411,4115,อาคารโรงงาน 4,01-Oct-95,1,137655,1,NON BOI,NULL
CP03-38-0164,สายพานลำเลียง BSHR K2(TRAY-FREEZER),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,331894,1,NON BOI,NULL
CP03-38-0165,สายพานลำเลียง BSHR K3(TRAY-FREEZER),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,250656,1,NON BOI,NULL
CP03-38-0168,สายพานลำเลียง SPSR L2(DOUBLE),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,555965,1,NON BOI,NULL
CP03-38-0170,สายพานลำเลียง BSHR L5A(BELT),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,77137,1,NON BOI,NULL
CP03-38-0171,สายพานลำเลียง BSHR L5(TRANS.FROZEN),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,555965,1,NON BOI,NULL
CP03-38-0172,สายพานลำเลียง BSHR L6(TRANS.FROZEN),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,512474,1,NON BOI,NULL
CP03-38-0173,สายพานลำเลียง L7(DOUBLE),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,45438,1,NON BOI,NULL
CP03-38-0174,สายพานบรรจุถุง L7A(TOP CHIAN),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,271978,1,NON BOI,NULL
CP03-38-0175,สายพานบรรจุถุง L8A(TOP CHIAN),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,355389,1,NON BOI,NULL
CP03-38-0176,สายพาน PVC L8(PVC BELT),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,45438,1,NON BOI,NULL
CP03-38-0177,รางส่ง M1 (SLIDER) รางเหล็กสามเหลี่ยม,ฝ่ายโรงงาน,5420,4124,อาคารโรงงาน 4,01-Oct-95,1,35284,1,NON BOI,NULL
CP03-38-0178,สายพานบรรจุถุง TEMPURA M2(DOUBLE),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,323275,1,NON BOI,NULL
CP03-38-0179,สายพานบรรจุถุง TEMPURA M3(DOUBLE),ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,01-Oct-95,1,328087,1,NON BOI,NULL
CP03-38-0182,สายพานลำเลียง TEMPURA M6(HEAT-PACK),ฝ่ายโรงงาน,5420,4124,อาคารโรงงาน 4,01-Oct-95,1,288686,1,NON BOI,NULL
CP03-39-0003,เครื่องฉีดโฟม,ฝ่ายโรงงาน,5420,4124,อาคารโรงงาน 4,31-Jan-96,1,227917,1,NON BOI,NULL
CP03-39-0006,เครื่องรัดกล่องออโต้,ฝ่ายโรงงาน,5411,4115,อาคารโรงงาน 4,08-Feb-96,1,140000,1,NON BOI,NULL
CP03-39-0026,เครื่องชุบ BATTER APPLIATOR No.2(BOI),ฝ่ายโรงงาน,5420,4124,อาคารโรงงาน 4,30-Sep-96,1,633506,1,BOI,1030/2537
CP03-40-0009,เครื่องผสมแป้ง(ปั่น BATTER)FRIGOSCANDIA,ฝ่ายโรงงาน,5420,4127,อาคารโรงงาน 4,01-Sep-97,1,353086,1,NON BOI,NULL
CP03-41-0001,เครื่อง GLAZING รุ่นGL-800,ฝ่ายโรงงาน,5131,1223,อาคารโรงงาน 1,01-Feb-98,1,442622,1,NON BOI,NULL
CP03-41-0002,เครื่องทำน้ำแข็งหลอด30000KG/24ชม.,ฝ่ายวิศวกรรม,5966,ICE,อาคารโรงงาน 1,31-Dec-98,1,3819000,1,NON BOI,NULL
CP03-41-0003,เครื่องทำน้ำแข็งหลอด30000KG/24ชม.,ฝ่ายวิศวกรรม,5966,ICE,อาคารโรงงาน 2,31-Dec-98,1,3804962,1,NON BOI,NULL
CP03-42-0003,หม้อต้มกุ้ง NO.3 (8 โซ่),ฝ่ายโรงงาน,5411,4112,อาคารโรงงาน 4,30-Jun-99,1,644527,1,NON BOI,NULL
CP03-43-0001,EVAPORATIVE CONDENSER EURO-COOL,ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 1,30-Nov-00,1,1201718,1,NON BOI,NULL
CP03-45-0001,IQF FREEZER EUROTEK (BOI),ฝ่ายโรงงาน,5311,3112,อาคารโรงงาน 3,01-Jul-02,1,8078424,1,BOI,1498/2543
CP03-45-0002,POST FREEZER,ฝ่ายโรงงาน,5311,3112,อาคารโรงงาน 3,01-Jul-02,1,1900000,1,NON BOI,NULL
CP03-46-0001,EVAPORATIVE CONDENSER รุ่น ECL-920,ฝ่ายวิศวกรรม,5901,5420,อาคารโรงงาน 3,31-May-03,1,1400140,1,NON BOI,NULL
CP03-46-0002,เครื่องกลึง รุ่น 610X2000,ฝ่ายวิศวกรรม,5901,5440,อาคารวิศวกรรม,20-Jun-03,1,550000,1,NON BOI,NULL
CP03-46-0003,ระบบทำความเย็นตู้ PLATE FREEZER(BOI),ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 1,30-Nov-03,1,4657685,1,BOI,6407/2546 (3-1498/2543)
CP03-47-0001,COMPRESSOR RC412(F3) น้ำแข็งยูนิต(ใช้กับ 03-34-0031),ฝ่ายวิศวกรรม,5966,ICE,อาคารโรงงาน 3,31-Jan-04,1,986000,1,NON BOI,NULL
CP03-47-0004,FES BARE COMPRESSOR MODEL 225E,ฝ่ายวิศวกรรม,5901,5420,อาคารโรงงาน 3,30-Sep-04,1,1049480,1,NON BOI,NULL
CP03-48-0001,EVAPORATIVE CONDENSOR CXV117PT,ฝ่ายวิศวกรรม,5952,CHILLED WATER,อาคารโรงงาน 2,05-Jul-05,1,592000,1,NON BOI,NULL
CP03-49-0004,"เครื่อง SHRINK ""EIFUKU"" (F4)",ฝ่ายโรงงาน,5311,3114,อาคารโรงงาน 3,30-Dec-06,1,700000,1,NON BOI,NULL
CP03-50-0002,COMPRESSOR PACKAGE RC412 WITH MOTOR 110 KW (UNIT ICE F4ใช้กับ03-38-0044),ฝ่ายวิศวกรรม,5966,ICE,อาคารโรงงาน 4,25-Jul-07,1,1320000,1,BOI,1739(3)/2550
CP03-50-0003,SHRIMPGRADING MACHINE TYPE:RLG-6/24-5-EX-1 (BUL-19),ฝ่ายโรงงาน,5411,4111,อาคารโรงงาน 1,22-Sep-07,1,3250000,1,BOI,1739(3)/2550
CP03-51-0001,TUNNEL FREZZER MAXI-T-1255(TF) MAXI-T-0455 (POST FREEZING)(F1),ฝ่ายโรงงาน,5131,1223,อาคารโรงงาน 1,30-Apr-08,1,19500000,1,BOI,1740(2)/2550
CP03-51-0002,SHIMADZU HIGH PERFORMANCE LIQUID CHROMATOGRAPH (ตรวจสารปฏิชีวนะ HPLC),ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,6400,8111,อาคารคลังพัสดุ,18-Jun-08,1,1600000,1,BOI,1740(2)/2550
CP03-51-0003,เครื่องทำน้ำแข็งแผ่นรุ่น PI-F30 RE ระบบ R22,ฝ่ายวิศวกรรม,5966,ICE,อาคารโรงงาน 4,18-Aug-08,1,5580435,1,BOI,1739(3)/2550
CP03-51-0005,"รถยกไฟฟ้า ""NISSAN"" รุ่น WYU01L18TU-3F570 ขนาด 1.8ตัน ( L607-0701210 )",ฝ่ายโรงงาน,2202,5340,อาคารคลังพัสดุ,31-Aug-08,1,900000,1,BOI,1739(3)/2550
CP03-51-0006,รถ FORK LIFT CROWN ELECTRIC RIDER DOUBLE DEEP REACH TRUCK RD5220-30TT210 (ไฟฟ้า),ฝ่ายโรงงาน,2204,220,อาคารโรงงาน 4,29-Dec-08,1,1450000,23045,BOI,1739(3)/2550
CP03-52-0001,เครื่อง BOILER เชื้อเพลิงแข็ง(Steam Water Tank Wet Scrubber Scew Conveyor),ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 1,31-May-09,1,8819710,509853,BOI,1739(3)/2550
CP03-52-0002,เครื่องบรรจุสูญญากาศ VACUUM PACK,ฝ่ายโรงงาน,5420,4123,อาคารโรงงาน 4,30-Jun-09,1,1276021,84253,BOI,1739(3)/2550
CP03-52-0003,เครื่องบรรจุสูญญากาศ VACUUM PACK,ฝ่ายโรงงาน,5411,4115,อาคารโรงงาน 4,14-Oct-09,1,1331576,126592,BOI,1739(3)/2550
CP03-53-0001,เครื่องคัดขนาด 8LINES SHRIMP ROLLER GRADER (SINGLE ROLLER)(F2),ฝ่ายโรงงาน,5001,2112,อาคารโรงงาน 2,14-Sep-10,1,3000000,560549,BOI,1740(2)/2550
CP03-53-0002,Tempura semi automatic fry line (F4),ฝ่ายโรงงาน,5420,4124,อาคารโรงงาน 4,30-Nov-10,1,8694990,1808082,BOI,1739(3)/2550
CP03-53-0003,ICE MARKER ขนาด 30ตัน/24ชม. พร้อมติดตั้ง,ฝ่ายวิศวกรรม,5966,ICE,อาคารโรงงาน 4,30-Dec-10,1,2712000,586239,BOI,1739(3)/2550
CP03-53-0004,Grease Separator พร้อมปล่องดูดระบบ Fresh Air และ ดูดไอน้ำมัน ของเครื่องเทมปุระ,ฝ่ายโรงงาน,5420,4124,อาคารโรงงาน 4,31-Dec-10,1,2800000,606028,BOI,1739(3)/2550
CP03-53-0005,Evaporative condensor (F4),ฝ่ายโรงงาน,2204,220,อาคารโรงงาน 4,31-Dec-10,1,3781945,818559,BOI,1739(3)/2550
CP03-53-0006,Evaporative condensor (F4),ฝ่ายโรงงาน,2204,220,อาคารโรงงาน 4,31-Dec-10,1,3781945,818559,BOI,1739(3)/2550
CP03-53-0007,Compressor Model 475GLB/200HB (F4),ฝ่ายโรงงาน,2204,220,อาคารโรงงาน 4,31-Dec-10,1,3438882,744307,BOI,1740(2)/2550
CP03-53-0008,Compressor Model 290GLB/400HB (F4),ฝ่ายโรงงาน,2204,220,อาคารโรงงาน 4,31-Dec-10,1,3011071,651712,BOI,1740(2)/2550
CP03-53-0009,Compressor Model 290GLB/400HB (F4),ฝ่ายโรงงาน,2204,220,อาคารโรงงาน 4,31-Dec-10,1,3011071,651712,BOI,1739(3)/2550
CP03-53-0010,Compressor Model 230GLB/100HB (F4),ฝ่ายโรงงาน,2204,220,อาคารโรงงาน 4,31-Dec-10,1,2665603,576939,BOI,1739(3)/2550
CP03-54-0001,Laitram cooke เครื่องต้มกุ้ง,ฝ่ายโรงงาน,5311,3111,อาคารโรงงาน 3,31-Aug-11,1,10225799,2894042,BOI,1739(3)/2550
CP03-54-0002,เครื่องบรรจุสูญญากาศ Vacuum Packaging Machine Model FVB U9-500,ฝ่ายโรงงาน,5411,4115,อาคารโรงงาน 4,30-Sep-11,1,1448939,421979,BOI,1739(3)/2550
CP03-54-0003,เครื่องทำน้ำแข็งแผ่น 30000kg/day ระบบ NH3 รุ่น PI-A-30-RE,ฝ่ายวิศวกรรม,5966,ICE,อาคารโรงงาน 4,30-Nov-11,1,1800000,554302,BOI,1739(3)/2550
CP03-54-0004,เครื่อง Roller grader กำลังรับการผลิต 3000กก. (F2),ฝ่ายโรงงาน,5001,2112,อาคารโรงงาน 2,29-Dec-11,1,1575000,497528,BOI,1740(2)/2550
CP03-54-0005,Process pvc belt conveyor,ฝ่ายโรงงาน,5311,3111,อาคารโรงงาน 3,30-Dec-11,1,662900,209586,BOI,1739(3)/2550
CP03-54-0006,Process pvc belt conveyor,ฝ่ายโรงงาน,5311,3111,อาคารโรงงาน 3,30-Dec-11,1,662900,209586,BOI,1739(3)/2550
CP03-54-0007,Process pvc belt conveyor,ฝ่ายโรงงาน,5311,3111,อาคารโรงงาน 3,30-Dec-11,1,662900,209586,BOI,1739(3)/2550
CP03-54-0008,Process pvc belt conveyor,ฝ่ายโรงงาน,5311,3111,อาคารโรงงาน 3,30-Dec-11,1,662900,209586,BOI,1739(3)/2550
CP03-54-0009,Process pvc belt conveyor,ฝ่ายโรงงาน,5311,3111,อาคารโรงงาน 3,30-Dec-11,1,662900,209586,BOI,1739(3)/2550
CP03-54-0010,Process pvc belt conveyor,ฝ่ายโรงงาน,5311,3111,อาคารโรงงาน 3,30-Dec-11,1,662900,209586,BOI,1739(3)/2550
CP03-54-0011,Process pvc belt conveyor,ฝ่ายโรงงาน,5411,4114,อาคารโรงงาน 4,30-Dec-11,1,662900,209586,BOI,1739(3)/2550
CP03-54-0012,PVC belt conveyor,ฝ่ายโรงงาน,5311,3113,อาคารโรงงาน 3,30-Dec-11,1,648900,205160,BOI,1739(3)/2550
CP03-54-0013,CONVEYOR รับกุ้งหลังแกะ,ฝ่ายโรงงาน,5001,2114,อาคารโรงงาน 2,30-Dec-11,1,802000,253565,BOI,1740(2)/2550
CP03-54-0014,Post freezer (Hardening freezer),ฝ่ายโรงงาน,5311,3112,อาคารโรงงาน 3,30-Dec-11,1,3324900,1051216,BOI,1739(3)/2550
CP03-54-0015,Wave freezer  1200 Kg/Hr.,ฝ่ายโรงงาน,5311,3112,อาคารโรงงาน 3,30-Dec-11,1,8946255,2828488,BOI,1739(3)/2550
CP03-55-0001,คอนเวย์สเด็ดน้ำ B,ฝ่ายโรงงาน,5001,2111,อาคารโรงงาน 2,31-Mar-12,1,573734,195817,BOI,1740(2)/2550
CP03-55-0002,"Rotary filling machine ""SENTAPACK"" Model TT-8CN230MM (F3)",ฝ่ายโรงงาน,5311,3112,อาคารโรงงาน 3,05-Apr-12,1,5084886,1742431,BOI,1739(3)/2550
CP03-55-0003,"Multihead weigher ""ISHIDA"" Model CCW-R-214W-1S/30-WP(F3)",ฝ่ายโรงงาน,5311,3112,อาคารโรงงาน 3,25-Apr-12,1,4109552,1430672,BOI,1739(3)/2550
CP03-55-0004,"Conveyor /Platfrom/Transportation ""ISHIDA"" (F3)",ฝ่ายโรงงาน,5311,3112,อาคารโรงงาน 3,31-May-12,1,900000,322173,BOI,1739(3)/2550
